"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Price","FamilySize","Child","AgeInterval"
"1","3","female",38,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",19,1,0,15.5,"Q",15.5,2,"0","18-39"
"0","3","male",38,0,0,7.75,"Q",7.75,1,"0","18-39"
"1","3","female",22,0,0,7.75,"Q",7.75,1,"0","18-39"
"1","3","female",30,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",32,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",24,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",65,0,0,7.75,"Q",7.75,1,"0","55-100"
"0","3","male",31,1,0,24.15,"Q",8.05,2,"0","18-39"
"0","3","male",21,0,0,24.15,"Q",8.05,1,"0","18-39"
"1","3","female",21,1,0,24.15,"Q",8.05,2,"0","18-39"
"0","3","male",44,0,1,16.1,"S",16.1,2,"0","40-54"
"0","3","male",25,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",35,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",5,0,0,8.05,"S",8.05,1,"1","0-12"
"0","3","male",25,0,0,7.25,"S",7.25,1,"0","18-39"
"0","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17"
"0","3","male",21,1,0,16.1,"S",8.05,2,"0","18-39"
"1","3","female",27,1,0,16.1,"S",8.05,2,"0","18-39"
"0","3","male",24,1,0,16.1,"S",16.1,2,"0","18-39"
"0","3","female",18,0,0,7.75,"Q",7.75,1,"0","13-17"
"1","3","male",29,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",7,4,1,29.125,"Q",5.825,6,"1","0-12"
"0","3","male",4,4,1,29.125,"Q",5.825,6,"1","0-12"
"0","3","male",8,4,1,29.125,"Q",5.825,6,"1","0-12"
"0","3","male",2,4,1,29.125,"Q",5.825,6,"1","0-12"
"0","3","female",39,0,5,29.125,"Q",5.825,6,"0","18-39"
"0","3","male",24,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",24,0,0,7.75,"Q",7.75,1,"0","18-39"
"1","3","female",29,1,0,16.1,"S",16.1,2,"0","18-39"
"1","3","female",18,0,1,9.35,"S",9.35,2,"0","13-17"
"0","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39"
"1","3","male",6,0,1,12.475,"S",6.2375,2,"1","0-12"
"1","3","female",27,0,1,12.475,"S",6.2375,2,"0","18-39"
"0","3","male",15,0,0,6.8583,"Q",6.8583,1,"0","13-17"
"0","3","female",18,3,1,25.4667,"S",6.366675,5,"0","13-17"
"0","3","female",30,3,1,25.4667,"S",6.366675,5,"0","18-39"
"0","3","male",9,3,1,25.4667,"S",6.366675,5,"0","0-12"
"0","3","female",53,3,1,25.4667,"S",6.366675,5,"0","40-54"
"1","3","female",63,0,0,9.5875,"S",9.5875,1,"0","55-100"
"0","3","female",37,0,0,9.5875,"S",9.5875,1,"0","18-39"
"0","3","female",20,1,0,9.825,"S",9.825,2,"0","18-39"
"0","3","female",21,1,0,9.825,"S",9.825,2,"0","18-39"
"1","3","female",18,0,0,9.8417,"S",9.8417,1,"0","13-17"
"0","3","male",42,0,1,8.4042,"S",8.4042,2,"0","40-54"
"0","3","male",28.5,0,0,16.1,"S",8.05,1,"0","18-39"
"0","3","male",21,0,0,16.1,"S",8.05,1,"0","18-39"
"0","1","male",47,0,0,25.5875,"S",25.5875,1,"0","40-54"
"0","3","male",24,1,0,19.9667,"S",19.9667,2,"0","18-39"
"0","3","male",2,1,0,19.9667,"S",19.9667,2,"1","0-12"
"1","3","male",19,0,0,8.1125,"S",8.1125,1,"0","18-39"
"0","3","male",20,0,0,9.225,"S",9.225,1,"0","18-39"
"0","1","male",64,0,0,26,"S",26,1,"0","55-100"
"0","1","male",33,0,0,5,"S",5,1,"0","18-39"
"0","3","male",23,0,0,9.225,"S",9.225,1,"0","18-39"
"0","3","male",16,0,0,9.2167,"S",4.60835,1,"0","13-17"
"0","3","male",20,0,0,9.8458,"S",4.9229,1,"0","18-39"
"0","3","male",33,0,0,8.6542,"S",8.6542,1,"0","18-39"
"0","3","male",29,0,0,9.4833,"S",9.4833,1,"0","18-39"
"0","3","female",40,1,0,9.475,"S",9.475,2,"0","18-39"
"0","3","female",22,0,0,10.5167,"S",10.5167,1,"0","18-39"
"0","3","female",22,0,0,9.8375,"S",9.8375,1,"0","18-39"
"1","3","male",45,0,0,8.05,"S",8.05,1,"0","40-54"
"0","3","male",32,0,0,8.3625,"S",8.3625,1,"0","18-39"
"0","3","male",21,0,0,8.4333,"S",8.4333,1,"0","18-39"
"1","3","female",26,0,0,7.75,"Q",7.75,1,"0","18-39"
"0","3","male",21,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",2,0,0,8.05,"S",8.05,1,"1","0-12"
"0","3","male",55.5,0,0,8.05,"S",8.05,1,"0","55-100"
"0","3","male",30,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",21,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",39,0,0,24.15,"S",12.075,1,"0","18-39"
"0","3","male",24,2,0,24.15,"S",12.075,3,"0","18-39"
"0","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17"
"0","3","male",42,0,0,7.25,"S",7.25,1,"0","40-54"
"0","3","male",21,0,0,7.8,"S",7.8,1,"0","18-39"
"0","3","male",22,1,0,7.25,"S",7.25,2,"0","18-39"
"0","3","male",22,0,0,7.25,"S",7.25,1,"0","18-39"
"0","3","male",20.5,0,0,7.25,"S",7.25,1,"0","18-39"
"0","3","male",22,0,0,7.25,"S",7.25,1,"0","18-39"
"0","3","male",28.5,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",26,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",43,0,0,8.05,"S",8.05,1,"0","40-54"
"1","3","male",18,0,0,8.05,"S",8.05,1,"0","13-17"
"0","3","male",50,0,0,8.05,"S",8.05,1,"0","40-54"
"0","3","male",47,0,0,7.25,"S",7.25,1,"0","40-54"
"1","3","male",19,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",21,0,0,7.7333,"Q",7.7333,1,"0","18-39"
"0","3","male",20,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","female",26,1,0,16.1,"S",8.05,2,"0","18-39"
"0","3","male",30,1,0,16.1,"S",8.05,2,"0","18-39"
"0","3","female",47,1,0,14.5,"S",14.5,2,"0","40-54"
"0","3","male",40.5,0,2,14.5,"S",14.5,3,"0","40-54"
"0","3","male",21,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",8,0,0,8.05,"S",8.05,1,"1","0-12"
"1","3","male",24,0,0,7.1417,"S",7.1417,1,"0","18-39"
"0","3","male",28,0,0,22.525,"S",22.525,1,"0","18-39"
"0","3","male",43,0,0,6.45,"S",6.45,1,"0","40-54"
"0","3","male",30,0,0,7.25,"S",7.25,1,"0","18-39"
"1","3","female",22,0,0,7.25,"S",7.25,1,"0","18-39"
"0","2","male",36,0,0,10.5,"S",10.5,1,"0","18-39"
"0","2","male",31,0,0,10.5,"S",10.5,1,"0","18-39"
"0","3","male",26,1,2,20.575,"S",10.2875,4,"0","18-39"
"1","3","male",1,1,2,20.575,"S",10.2875,4,"1","0-12"
"0","2","male",66,0,0,10.5,"S",10.5,1,"0","55-100"
"0","2","male",70,0,0,10.5,"S",10.5,1,"0","55-100"
"1","3","female",35,1,1,20.25,"S",10.125,3,"0","18-39"
"0","3","male",16,1,1,20.25,"S",10.125,3,"0","13-17"
"0","2","male",25,0,0,13,"S",13,1,"0","18-39"
"1","2","female",29,0,0,10.5,"S",10.5,1,"0","18-39"
"0","2","male",24,0,0,10.5,"S",10.5,1,"0","18-39"
"1","2","female",21,0,0,10.5,"S",10.5,1,"0","18-39"
"1","2","female",8,0,2,26.25,"S",8.75,3,"1","0-12"
"0","2","male",31,1,1,26.25,"S",8.75,3,"0","18-39"
"1","2","female",31,1,1,26.25,"S",8.75,3,"0","18-39"
"0","2","male",32,0,0,10.5,"S",10.5,1,"0","18-39"
"1","2","male",8,1,1,36.75,"S",18.375,3,"1","0-12"
"0","2","male",19,1,1,36.75,"S",18.375,3,"0","18-39"
"1","2","female",40,0,0,15.75,"S",15.75,1,"0","18-39"
"1","2","female",34,0,0,10.5,"S",10.5,1,"0","18-39"
"0","2","male",36,1,2,27.75,"S",9.25,4,"0","18-39"
"1","2","female",33,1,2,27.75,"S",9.25,4,"0","18-39"
"1","2","female",5,1,2,27.75,"S",9.25,4,"1","0-12"
"1","3","male",3,1,1,15.9,"S",7.95,3,"1","0-12"
"1","3","male",9,1,1,15.9,"S",7.95,3,"0","0-12"
"0","3","male",42,0,0,7.55,"S",7.55,1,"0","40-54"
"0","3","male",11,0,0,15.1,"S",15.1,1,"0","0-12"
"0","2","male",28,0,0,10.5,"S",10.5,1,"0","18-39"
"0","3","male",11,5,2,46.9,"S",7.81666666666667,8,"0","0-12"
"0","3","male",9,5,2,46.9,"S",7.81666666666667,8,"0","0-12"
"0","3","male",14,5,2,46.9,"S",7.81666666666667,8,"0","13-17"
"0","3","male",1,5,2,46.9,"S",7.81666666666667,8,"1","0-12"
"0","3","female",43,1,6,46.9,"S",7.81666666666667,8,"0","40-54"
"0","3","female",16,5,2,46.9,"S",7.81666666666667,8,"0","13-17"
"1","3","female",23,0,0,7.55,"S",7.55,1,"0","18-39"
"0","3","male",20,8,2,69.55,"S",9.93571428571429,11,"0","18-39"
"0","3","female",48,8,2,69.55,"S",9.93571428571429,11,"0","40-54"
"0","3","male",19,8,2,69.55,"S",9.93571428571429,11,"0","18-39"
"0","3","female",22,8,2,69.55,"S",9.93571428571429,11,"0","18-39"
"0","3","male",20,8,2,69.55,"S",9.93571428571429,11,"0","18-39"
"0","3","male",25,8,2,69.55,"S",9.93571428571429,11,"0","18-39"
"0","3","female",26,8,2,69.55,"S",9.93571428571429,11,"0","18-39"
"0","1","male",31,1,0,52,"S",52,2,"0","18-39"
"1","2","female",35,0,0,21,"S",21,1,"0","18-39"
"1","2","female",7,0,2,26.25,"S",8.75,3,"1","0-12"
"0","2","male",43,1,1,26.25,"S",8.75,3,"0","40-54"
"1","2","female",45,1,1,26.25,"S",8.75,3,"0","40-54"
"1","2","female",50,0,0,10.5,"S",10.5,1,"0","40-54"
"0","3","male",17,0,0,7.3125,"S",7.3125,1,"0","13-17"
"0","3","male",49,0,0,0,"S",0,1,"0","40-54"
"0","3","male",19,0,0,0,"S",0,1,"0","18-39"
"1","3","male",25,0,0,0,"S",0,1,"0","18-39"
"0","3","male",36,0,0,0,"S",0,1,"0","18-39"
"0","2","male",30,1,0,24,"C",12,2,"0","18-39"
"1","2","female",28,1,0,24,"C",12,2,"0","18-39"
"0","1","male",40,0,0,25.925,"S",25.925,1,"0","18-39"
"1","1","male",36,0,0,26.2875,"S",26.2875,1,"0","18-39"
"1","1","male",36,0,0,26.3875,"S",26.3875,1,"0","18-39"
"1","1","male",35,0,0,26.2875,"S",26.2875,1,"0","18-39"
"1","1","male",42,0,0,26.2875,"S",26.2875,1,"0","40-54"
"1","1","female",24,0,0,69.3,"C",34.65,1,"0","18-39"
"1","1","female",24,0,0,69.3,"C",34.65,1,"0","18-39"
"1","1","female",24,0,0,49.5042,"C",49.5042,1,"0","18-39"
"0","1","male",49,0,0,221.7792,"S",221.7792,1,"0","40-54"
"1","1","male",49,1,0,56.9292,"C",28.4646,2,"0","40-54"
"1","1","female",30,0,0,56.9292,"C",28.4646,1,"0","18-39"
"1","1","female",50,0,1,247.5208,"C",123.7604,2,"0","40-54"
"0","1","male",24,0,1,247.5208,"C",123.7604,2,"0","18-39"
"1","1","female",58,0,0,146.5208,"C",73.2604,1,"0","55-100"
"1","1","female",24,1,0,146.5208,"C",73.2604,2,"0","18-39"
"1","1","male",27,0,0,76.7292,"C",25.5764,1,"0","18-39"
"1","1","female",49,1,0,76.7292,"C",25.5764,2,"0","40-54"
"1","1","male",48,1,0,76.7292,"C",25.5764,2,"0","40-54"
"1","1","female",58,0,1,153.4625,"S",51.1541666666667,2,"0","55-100"
"1","1","female",40,0,0,153.4625,"S",51.1541666666667,1,"0","18-39"
"0","1","male",38,0,1,153.4625,"S",51.1541666666667,2,"0","18-39"
"1","1","female",22,0,0,79.2,"C",79.2,1,"0","18-39"
"0","1","male",31,0,0,50.4958,"S",50.4958,1,"0","18-39"
"1","1","female",16,0,1,39.4,"S",39.4,2,"0","13-17"
"0","1","male",46,0,0,79.2,"C",39.6,1,"0","40-54"
"0","1","male",24,0,0,79.2,"C",39.6,1,"0","18-39"
"0","1","female",50,0,0,28.7125,"C",28.7125,1,"0","40-54"
"0","1","male",37,0,1,29.7,"C",29.7,2,"0","18-39"
"0","1","male",51,0,1,61.3792,"C",61.3792,2,"0","40-54"
"1","1","female",38,1,0,71.2833,"C",71.2833,2,"0","18-39"
"0","1","male",50,0,0,30.6958,"C",30.6958,1,"0","40-54"
"0","1","male",40,0,0,27.7208,"C",27.7208,1,"0","18-39"
"1","1","female",54,1,0,59.4,"C",59.4,2,"0","40-54"
"0","1","male",28,1,0,82.1708,"C",41.0854,2,"0","18-39"
"1","1","female",35,1,0,82.1708,"C",41.0854,2,"0","18-39"
"0","1","male",32,0,0,27.7208,"C",27.7208,1,"0","18-39"
"1","1","female",21,2,2,262.375,"C",131.1875,5,"0","18-39"
"1","1","female",18,2,2,262.375,"C",131.1875,5,"0","13-17"
"0","1","male",71,0,0,49.5042,"C",49.5042,1,"0","55-100"
"1","1","female",44,0,0,27.7208,"C",27.7208,1,"0","40-54"
"1","1","male",50,2,0,133.65,"S",66.825,3,"0","40-54"
"1","1","female",32,1,0,133.65,"S",66.825,2,"0","18-39"
"0","1","male",6,0,0,27.7208,"C",27.7208,1,"1","0-12"
"0","1","male",71,0,0,34.6542,"C",34.6542,1,"0","55-100"
"1","1","female",35,0,0,512.3292,"C",170.7764,1,"0","18-39"
"1","1","male",35,0,0,512.3292,"C",170.7764,1,"0","18-39"
"1","1","male",36,0,1,512.3292,"C",170.7764,2,"0","18-39"
"1","1","female",39,1,1,83.1583,"C",83.1583,3,"0","18-39"
"1","1","female",18,1,0,227.525,"C",56.88125,2,"0","13-17"
"1","1","female",38,0,0,227.525,"C",56.88125,1,"0","18-39"
"1","1","female",42,0,0,227.525,"C",56.88125,1,"0","40-54"
"0","1","male",36,0,0,227.525,"C",56.88125,1,"0","18-39"
"0","1","male",18,1,0,108.9,"C",54.45,2,"0","13-17"
"1","1","female",17,1,0,108.9,"C",54.45,2,"0","13-17"
"1","1","male",23,0,1,63.3583,"C",63.3583,2,"0","18-39"
"1","1","female",36,0,0,135.6333,"C",45.2111,1,"0","18-39"
"1","1","female",35,0,0,135.6333,"S",45.2111,1,"0","18-39"
"0","1","male",22,0,0,135.6333,"C",45.2111,1,"0","18-39"
"1","1","female",30,0,0,106.425,"C",53.2125,1,"0","18-39"
"0","1","male",50,1,0,106.425,"C",53.2125,2,"0","40-54"
"0","3","male",22,0,0,9.35,"S",9.35,1,"0","18-39"
"1","3","female",4,1,1,16.7,"S",8.35,3,"1","0-12"
"1","3","female",24,0,2,16.7,"S",8.35,3,"0","18-39"
"0","3","male",48,0,0,8.05,"S",8.05,1,"0","40-54"
"1","2","male",1,0,2,37.0042,"C",18.5021,3,"1","0-12"
"0","2","male",31,1,1,37.0042,"C",18.5021,3,"0","18-39"
"0","2","male",16,0,0,10.5,"S",5.25,1,"0","13-17"
"0","2","female",57,0,0,10.5,"S",5.25,1,"0","55-100"
"0","3","male",45.5,0,0,7.55,"S",7.55,1,"0","40-54"
"0","2","male",32,2,0,73.5,"S",14.7,3,"0","18-39"
"0","2","male",21,2,0,73.5,"S",14.7,3,"0","18-39"
"0","2","male",21,0,0,73.5,"S",14.7,1,"0","18-39"
"0","2","male",24,2,0,73.5,"S",14.7,3,"0","18-39"
"0","2","male",18,0,0,73.5,"S",14.7,1,"0","13-17"
"0","2","male",51,0,0,12.525,"S",12.525,1,"0","40-54"
"0","3","male",19,0,0,8.1583,"S",8.1583,1,"0","18-39"
"1","2","male",62,0,0,10.5,"S",10.5,1,"0","55-100"
"1","2","female",17,0,0,12,"C",12,1,"0","13-17"
"0","2","male",37,1,0,26,"S",26,2,"0","18-39"
"1","2","female",42,1,0,26,"S",26,2,"0","40-54"
"1","2","female",23,0,0,13.7917,"C",13.7917,1,"0","18-39"
"1","2","female",22,1,2,41.5792,"C",13.8597333333333,4,"0","18-39"
"0","2","male",25,1,2,41.5792,"C",13.8597333333333,4,"0","18-39"
"1","2","female",3,1,2,41.5792,"C",13.8597333333333,4,"1","0-12"
"0","2","male",46,0,0,15.05,"C",15.05,1,"0","40-54"
"0","2","male",23,0,0,15.0458,"C",15.0458,1,"0","18-39"
"1","2","male",16,0,0,13.8625,"C",13.8625,1,"0","13-17"
"1","2","female",27,1,0,13.8583,"C",13.8583,2,"0","18-39"
"0","2","male",36,0,0,12.875,"C",12.875,1,"0","18-39"
"0","2","male",29,1,0,27.7208,"C",27.7208,2,"0","18-39"
"0","2","male",33,0,0,12.275,"S",12.275,1,"0","18-39"
"1","2","female",17,0,0,10.5,"S",10.5,1,"0","13-17"
"0","3","male",21,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",38,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",20,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",35,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",24,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",25,0,0,7.05,"S",7.05,1,"0","18-39"
"1","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","female",22,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",41,0,0,7.125,"S",7.125,1,"0","40-54"
"0","3","male",20,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",36,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",21,0,0,7.25,"S",7.25,1,"0","18-39"
"0","3","male",25,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",42,0,0,8.05,"S",8.05,1,"0","40-54"
"0","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39"
"1","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17"
"0","3","male",30,0,0,8.05,"S",8.05,1,"0","18-39"
"1","3","male",44,0,0,7.925,"S",7.925,1,"0","40-54"
"0","3","male",35,0,0,7.125,"S",7.125,1,"0","18-39"
"0","3","male",17,0,0,7.125,"S",7.125,1,"0","13-17"
"0","3","male",22,0,0,7.125,"S",7.125,1,"0","18-39"
"0","3","male",21,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","male",20,1,0,7.925,"S",7.925,2,"0","18-39"
"1","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","male",31,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","male",39,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",21,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","female",25,1,0,7.925,"S",7.925,2,"0","18-39"
"0","3","male",28,1,0,15.85,"S",7.925,2,"0","18-39"
"1","3","female",24,1,0,15.85,"S",7.925,2,"0","18-39"
"1","3","female",26,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","female",27,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","female",23,0,0,7.925,"S",7.925,1,"0","18-39"
"1","2","male",19,0,0,10.5,"S",10.5,1,"0","18-39"
"1","2","female",50,0,0,10.5,"S",10.5,1,"0","40-54"
"0","2","male",29,0,0,10.5,"S",10.5,1,"0","18-39"
"0","3","female",18,1,2,23.45,"S",11.725,4,"0","13-17"
"0","3","male",14,1,2,23.45,"S",11.725,4,"0","13-17"
"0","3","female",9,2,2,34.375,"S",8.59375,5,"0","0-12"
"0","3","female",21,2,2,34.375,"S",8.59375,5,"0","18-39"
"0","3","female",48,1,3,34.375,"S",8.59375,5,"0","40-54"
"0","3","male",16,1,3,34.375,"S",8.59375,5,"0","13-17"
"0","3","female",40,0,0,7.55,"S",7.55,1,"0","18-39"
"0","1","male",46,1,0,61.175,"S",61.175,2,"0","40-54"
"0","2","male",30,0,0,10.5,"S",10.5,1,"0","18-39"
"1","1","female",36,0,2,71,"S",35.5,3,"0","18-39"
"0","1","male",70,1,1,71,"S",35.5,3,"0","55-100"
